Time (min),Value (pA)
13.68,3.213449
13.681667,3.225826
13.683333,3.236181
13.685,3.244445
13.686667,3.250735
13.688333,3.252953
13.69,3.254159
13.691667,3.251916
13.693333,3.248456
13.695,3.244684
13.696667,3.24144
13.698333,3.237743
13.7,3.234929
13.701667,3.233115
13.703333,3.23355
13.705,3.233922
13.706667,3.235706
13.708333,3.235219
13.71,3.233607
13.711667,3.2299
13.713333,3.224499
13.715,3.215248
13.716667,3.204772
13.718333,3.192994
13.72,3.184433
13.721667,3.178157
13.723333,3.175998
13.725,3.178787
13.726667,3.18788
13.728333,3.202536
13.73,3.220315
13.731667,3.239511
13.733333,3.25733
13.735,3.270866
13.736667,3.280598
13.738333,3.285321
13.74,3.285342
13.741667,3.28318
13.743333,3.281378
13.745,3.283056
13.746667,3.291821
13.748333,3.313273
13.75,3.349896
13.751667,3.401185
13.753333,3.467287
13.755,3.547887
13.756667,3.642006
13.758333,3.772516
13.76,3.963777
13.761667,4.285625
13.763333,4.95062
13.765,6.228899
13.766667,8.473845
13.768333,11.989709
13.77,17.220552
13.771667,24.663446
13.773333,34.490261
13.775,46.278111
13.776667,59.596653
13.778333,73.84404
13.78,87.528938
13.781667,99.040749
13.783333,106.539642
13.785,108.363678
13.786667,103.95919
13.788333,94.067406
13.79,80.082932
13.791667,63.781982
13.793333,47.604122
13.795,33.580456
13.796667,22.610933
13.798333,15.123441
13.8,10.541043
13.801667,7.887648
13.803333,6.401956
13.805,5.671802
13.806667,5.338312
13.808333,5.133586
13.81,4.98208
13.811667,4.834103
13.813333,4.683712
13.815,4.543877
13.816667,4.417991
13.818333,4.31238
13.82,4.233339
13.821667,4.183558
13.823333,4.158831
13.825,4.148399
13.826667,4.151206
13.828333,4.154087
13.83,4.148806
13.831667,4.132411
13.833333,4.103114
13.835,4.058996
13.836667,4.001546
13.838333,3.93629
13.84,3.863921
13.841667,3.791131
13.843333,3.722526
13.845,3.660177
13.846667,3.608403
13.848333,3.569321
13.85,3.542827
13.851667,3.526214
13.853333,3.519437
13.855,3.520198
13.856667,3.524869
13.858333,3.536293
13.86,3.553456
13.861667,3.577919
13.863333,3.602848
13.865,3.626761
13.866667,3.648866
13.868333,3.667797
13.87,3.671394
13.871667,3.680916
13.873333,3.678531
13.875,3.665549
13.876667,3.645393
13.878333,3.620902
13.88,3.590939
13.881667,3.561875
13.883333,3.536661
13.885,3.517398
13.886667,3.507016
13.888333,3.50757
13.89,3.511184
13.891667,3.527322
13.893333,3.551498
13.895,3.585876
13.896667,3.627911
13.898333,3.673059
13.9,3.715838
13.901667,3.748524
13.903333,3.766
13.905,3.766153
13.906667,3.748635
13.908333,3.720796
13.91,3.688008
13.911667,3.659767
13.913333,3.640884
13.915,3.636425
13.916667,3.647854
13.918333,3.671797
13.92,3.705389
13.921667,3.745999
13.923333,3.785155
13.925,3.819335
13.926667,3.842499
13.928333,3.850824
13.93,3.842677
13.931667,3.822591
13.933333,3.792742
13.935,3.758312
13.936667,3.725706
13.938333,3.702896
13.94,3.693423
13.941667,3.703492
13.943333,3.732942
13.945,3.78121
13.946667,3.846802
13.948333,3.919617
13.95,3.98821
13.951667,4.040199
13.953333,4.067347
13.955,4.065271
13.956667,4.033522
13.958333,3.977209
13.96,3.906352
13.961667,3.835087
13.963333,3.77521
13.965,3.731308
13.966667,3.701906
13.968333,3.688237
13.97,3.686589
13.971667,3.687976
13.973333,3.685643
13.975,3.67448
13.976667,3.654436
13.978333,3.629048
13.98,3.599624
13.981667,3.572308
13.983333,3.548383
13.985,3.538827
13.986667,3.544746
13.988333,3.570268
13.99,3.615326
13.991667,3.686018
13.993333,3.782795
13.995,3.904116
13.996667,4.041012
13.998333,4.179885
14,4.305733
14.001667,4.407947
14.003333,4.472325
14.005,4.49515
14.006667,4.473004
14.008333,4.414086
14.01,4.329489
14.011667,4.232478
14.013333,4.132341
14.015,4.039914
14.016667,3.963532
14.018333,3.908325
14.02,3.872562
14.021667,3.855761
14.023333,3.851197
14.025,3.848077
14.026667,3.839848
14.028333,3.824322
14.03,3.801209
14.031667,3.77422
14.033333,3.74475
14.035,3.717134
14.036667,3.694209
14.038333,3.682105
14.04,3.679114
14.041667,3.679265
14.043333,3.680443
14.045,3.683696
14.046667,3.687382
14.048333,3.68716
14.05,3.682663
14.051667,3.673759
14.053333,3.661417
14.055,3.652154
14.056667,3.644994
14.058333,3.643584
14.06,3.650183
14.061667,3.669459
14.063333,3.704368
14.065,3.750426
14.066667,3.79891
14.068333,3.843664
14.07,3.882596
14.071667,3.912921
14.073333,3.916773
14.075,3.925363
14.076667,3.907979
14.078333,3.883843
14.08,3.862274
14.081667,3.862095
14.083333,3.874161
14.085,3.939041
14.086667,4.081495
14.088333,4.336241
14.09,4.737638
14.091667,5.294308
14.093333,5.984767
14.095,6.767312
14.096667,7.580609
14.098333,8.330777
14.1,8.91262
14.101667,9.256993
14.103333,9.327383
14.105,9.144554
14.106667,8.73944
14.108333,8.167034
14.11,7.499357
14.111667,6.821533
14.113333,6.197655
14.115,5.650536
14.116667,5.195637
14.118333,4.843061
14.12,4.580436
14.121667,4.397313
14.123333,4.259756
14.125,4.158926
14.126667,4.08555
14.128333,4.038326
14.13,4.007454
14.131667,3.989834
14.133333,3.984036
14.135,3.986342
14.136667,3.985114
14.138333,3.976335
14.14,3.958188
14.141667,3.930823
14.143333,3.895908
14.145,3.856986
14.146667,3.812414
14.148333,3.771763
14.15,3.737416
14.151667,3.715779
14.153333,3.705521
14.155,3.708974
14.156667,3.724135
14.158333,3.748555
14.16,3.780291
14.161667,3.813912
14.163333,3.840396
14.165,3.856485
14.166667,3.856581
14.168333,3.84125
14.17,3.810265
14.171667,3.765618
14.173333,3.711945
14.175,3.65422
14.176667,3.59725
14.178333,3.544728
14.18,3.500112
14.181667,3.464771
14.183333,3.4395
14.185,3.424502
14.186667,3.420345
14.188333,3.428835
14.19,3.451012
14.191667,3.486078
14.193333,3.532106
14.195,3.592839
14.196667,3.667478
14.198333,3.753466
14.2,3.847079
14.201667,3.945454
14.203333,4.039788
14.205,4.115488
14.206667,4.16372
14.208333,4.177671
14.21,4.155364
14.211667,4.103591
14.213333,4.025304
14.215,3.930298
14.216667,3.829758
14.218333,3.733011
14.22,3.644414
14.221667,3.565631
14.223333,3.501015
14.225,3.451046
14.226667,3.41538
14.228333,3.397346
14.23,3.392534
14.231667,3.396599
14.233333,3.411587
14.235,3.433683
14.236667,3.46346
14.238333,3.502774
14.24,3.54691
14.241667,3.592687
14.243333,3.638359
14.245,3.684947
14.246667,3.722806
14.248333,3.752039
14.25,3.767353
14.251667,3.769776
14.253333,3.760692
14.255,3.739697
14.256667,3.706037
14.258333,3.663226
14.26,3.613283
14.261667,3.56082
14.263333,3.506157
14.265,3.454428
14.266667,3.404407
14.268333,3.361138
14.27,3.325211
14.271667,3.294588
14.273333,3.271042
14.275,3.252591
14.276667,3.23771
14.278333,3.227153
14.28,3.221264
14.281667,3.22035
14.283333,3.221323
14.285,3.225287
14.286667,3.231353
14.288333,3.241551
14.29,3.254696
14.291667,3.268789
14.293333,3.283262
14.295,3.299374
14.296667,3.316679
14.298333,3.333865
14.3,3.352711
14.301667,3.371956
14.303333,3.394685
14.305,3.422001
14.306667,3.449602
14.308333,3.473731
14.31,3.492623
14.311667,3.507524
14.313333,3.512549
14.315,3.513772
14.316667,3.506503
14.318333,3.490937
14.32,3.470922
14.321667,3.445246
14.323333,3.416327
14.325,3.385353
14.326667,3.355018
14.328333,3.329895
14.33,3.308635
14.331667,3.291306
14.333333,3.281667
14.335,3.277296
14.336667,3.279359
14.338333,3.288069
14.34,3.304989
14.341667,3.328831
14.343333,3.359596
14.345,3.397271
14.346667,3.437953
14.348333,3.475068
14.35,3.508202
14.351667,3.531212
14.353333,3.542981
14.355,3.542293
14.356667,3.531113
14.358333,3.510936
14.36,3.486998
14.361667,3.462176
14.363333,3.438886
14.365,3.416016
14.366667,3.394609
14.368333,3.374471
14.37,3.356407
14.371667,3.340317
14.373333,3.327835
14.375,3.317551
14.376667,3.30789
14.378333,3.298319
14.38,3.289741
14.381667,3.282017
14.383333,3.274578
14.385,3.268447
14.386667,3.266333
14.388333,3.266186
14.39,3.267655
14.391667,3.273729
14.393333,3.27826
14.395,3.282685
14.396667,3.290879
14.398333,3.302612
14.4,3.318998
14.401667,3.340758
14.403333,3.372123
14.405,3.410658
14.406667,3.455381
14.408333,3.510505
14.41,3.568992
14.411667,3.627683
14.413333,3.683848
14.415,3.730283
14.416667,3.759336
14.418333,3.767267
14.42,3.754668
14.421667,3.719631
14.423333,3.668747
14.425,3.611362
14.426667,3.552664
14.428333,3.497619
14.43,3.451439
14.431667,3.415933
14.433333,3.391123
14.435,3.37697
14.436667,3.372831
14.438333,3.376024
14.44,3.384078
14.441667,3.394026
14.443333,3.40419
14.445,3.410031
14.446667,3.411937
14.448333,3.407735
14.45,3.398806
14.451667,3.385823
14.453333,3.371778
14.455,3.358401
14.456667,3.345356
14.458333,3.332311
14.46,3.319663
14.461667,3.308754
14.463333,3.30032
14.465,3.291648
14.466667,3.281665
14.468333,3.271223
14.47,3.26324
14.471667,3.255469
14.473333,3.249115
14.475,3.243437
14.476667,3.239488
14.478333,3.238799
14.48,3.241338
14.481667,3.247062
14.483333,3.255353
14.485,3.265351
14.486667,3.277105
14.488333,3.287642
14.49,3.296485
14.491667,3.302005
14.493333,3.302214
14.495,3.296292
14.496667,3.287915
14.498333,3.277336
14.5,3.265662
14.501667,3.252545
14.503333,3.240386
14.505,3.229651
14.506667,3.220257
14.508333,3.213081
14.51,3.207612
14.511667,3.203095
14.513333,3.20153
14.515,3.199591
14.516667,3.197649
14.518333,3.19523
14.52,3.194016
14.521667,3.191518
14.523333,3.187562
14.525,3.183424
14.526667,3.178311
14.528333,3.173968
14.53,3.168826
14.531667,3.164554
14.533333,3.161641
14.535,3.160949
14.536667,3.163669
14.538333,3.166815
14.54,3.171097
14.541667,3.178616
14.543333,3.188702
14.545,3.200311
14.546667,3.209852
14.548333,3.221125
14.55,3.230815
14.551667,3.238783
14.553333,3.246921
14.555,3.251537
14.556667,3.254688
14.558333,3.258313
14.56,3.259981
14.561667,3.257556
14.563333,3.253079
14.565,3.247843
14.566667,3.239774
14.568333,3.23196
14.57,3.225525
14.571667,3.220263
14.573333,3.218595
14.575,3.222026
14.576667,3.230472
14.578333,3.245496
14.58,3.265229
14.581667,3.288261
14.583333,3.310302
14.585,3.330282
14.586667,3.34356
14.588333,3.34785
14.59,3.342885
14.591667,3.329458
14.593333,3.310872
14.595,3.289505
14.596667,3.266526
14.598333,3.245356
14.6,3.226819
14.601667,3.211148
14.603333,3.198615
14.605,3.187652
14.606667,3.178902
14.608333,3.170279
14.61,3.162851
14.611667,3.156104
14.613333,3.150198
14.615,3.146306
14.616667,3.144176
14.618333,3.141894
14.62,3.140485
14.621667,3.139766
14.623333,3.139515
14.625,3.140049
14.626667,3.14132
14.628333,3.143877
14.63,3.146813
14.631667,3.151485
14.633333,3.158197
14.635,3.166031
14.636667,3.177455
14.638333,3.191408
14.64,3.20796
14.641667,3.226119
14.643333,3.246616
14.645,3.2671
14.646667,3.284431
14.648333,3.297025
14.65,3.305767
14.651667,3.308089
14.653333,3.305733
14.655,3.296667
14.656667,3.285121
14.658333,3.272679
14.66,3.262631
14.661667,3.254673
14.663333,3.250842
14.665,3.248004
14.666667,3.247381
14.668333,3.247645
14.67,3.247492
14.671667,3.245025
14.673333,3.24194
14.675,3.237837
14.676667,3.231175
14.678333,3.223366
14.68,3.214648
14.681667,3.204604
14.683333,3.195079
14.685,3.186844
14.686667,3.178179
14.688333,3.170841
14.69,3.165103
14.691667,3.161256
14.693333,3.157279
14.695,3.152462
14.696667,3.147034
14.698333,3.143782
14.7,3.139606
14.701667,3.135296
14.703333,3.131438
14.705,3.128373
14.706667,3.126108
14.708333,3.126649
14.71,3.126636
14.711667,3.124684
14.713333,3.123283
14.715,3.124388
14.716667,3.124201
14.718333,3.124493
14.72,3.125034
14.721667,3.124281
14.723333,3.124319
14.725,3.124211
14.726667,3.122662
14.728333,3.120064
14.73,3.117664
14.731667,3.115554
14.733333,3.113293
14.735,3.112624
14.736667,3.113335
14.738333,3.113115
14.74,3.113195
14.741667,3.113412
14.743333,3.115513
14.745,3.116179
14.746667,3.116546
14.748333,3.117385
14.75,3.118856
14.751667,3.122819
14.753333,3.126684
14.755,3.129935
14.756667,3.134246
14.758333,3.140183
14.76,3.146062
14.761667,3.148507
14.763333,3.152538
14.765,3.157557
14.766667,3.163493
14.768333,3.170795
14.77,3.178071
14.771667,3.186503
14.773333,3.195665
14.775,3.204942
14.776667,3.213895
14.778333,3.220462
14.78,3.228575
14.781667,3.235998
14.783333,3.24161
14.785,3.243082
14.786667,3.244064
14.788333,3.24373
14.79,3.242094
14.791667,3.238906
14.793333,3.23499
14.795,3.230886
14.796667,3.227751
14.798333,3.223504
14.8,3.218932
14.801667,3.211535
14.803333,3.204714
14.805,3.196446
14.806667,3.189214
14.808333,3.180577
14.81,3.173344
14.811667,3.16971
14.813333,3.169315
14.815,3.171942
14.816667,3.177548
14.818333,3.18392
14.82,3.190416
14.821667,3.195821
14.823333,3.202018
14.825,3.203204
14.826667,3.202628
14.828333,3.201357
14.83,3.198243
14.831667,3.192644
14.833333,3.185426
14.835,3.18013
14.836667,3.175625
14.838333,3.173607
14.84,3.174254
14.841667,3.174691
14.843333,3.176794
14.845,3.179817
14.846667,3.183335
14.848333,3.185677
14.85,3.187604
14.851667,3.189234
14.853333,3.190075
14.855,3.189724
14.856667,3.189557
14.858333,3.188619
14.86,3.187572
14.861667,3.188656
14.863333,3.192404
14.865,3.196687
14.866667,3.203569
14.868333,3.210409
14.87,3.216902
14.871667,3.220856
14.873333,3.225267
14.875,3.225971
14.876667,3.225413
14.878333,3.223463
14.88,3.220178
14.881667,3.218097
14.883333,3.217891
14.885,3.21717
14.886667,3.218653
14.888333,3.22052
14.89,3.225208
14.891667,3.228518
14.893333,3.232903
14.895,3.237581
14.896667,3.245349
14.898333,3.258053
14.9,3.276688
14.901667,3.30098
14.903333,3.337578
14.905,3.383588
14.906667,3.436424
14.908333,3.492613
14.91,3.545059
14.911667,3.588458
14.913333,3.619526
14.915,3.637252
14.916667,3.639466
14.918333,3.62651
14.92,3.605573
14.921667,3.578347
14.923333,3.547984
14.925,3.519524
14.926667,3.491452
14.928333,3.466724
14.93,3.447119
14.931667,3.433979
14.933333,3.422225
14.935,3.411478
14.936667,3.403486
14.938333,3.397637
14.94,3.394327
14.941667,3.394842
14.943333,3.404023
14.945,3.424706
14.946667,3.458357
14.948333,3.500772
14.95,3.543839
14.951667,3.585484
14.953333,3.623609
14.955,3.649484
14.956667,3.651932
14.958333,3.654627
14.96,3.637036
14.961667,3.61235
14.963333,3.580673
14.965,3.542839
14.966667,3.501867
14.968333,3.462791
14.97,3.430356
14.971667,3.402094
14.973333,3.379851
14.975,3.362883
14.976667,3.351991
14.978333,3.346881
14.98,3.344605
14.981667,3.34575
14.983333,3.349254
14.985,3.354718
14.986667,3.361568
14.988333,3.36705
14.99,3.371531
14.991667,3.373303
14.993333,3.373146
14.995,3.37012
14.996667,3.364799
14.998333,3.358606
15,3.3525
15.001667,3.348123
15.003333,3.347193
15.005,3.350426
15.006667,3.358627
15.008333,3.367874
15.01,3.379421
15.011667,3.391168
15.013333,3.402329
15.015,3.410331
15.016667,3.416253
15.018333,3.421147
15.02,3.426201
15.021667,3.431007
15.023333,3.435973
15.025,3.436739
15.026667,3.434371
15.028333,3.426401
15.03,3.416235
15.031667,3.402515
15.033333,3.387545
15.035,3.372247
15.036667,3.359499
15.038333,3.349836
15.04,3.344457
15.041667,3.338202
15.043333,3.331271
15.045,3.323885
15.046667,3.317017
15.048333,3.309405
15.05,3.301274
15.051667,3.294518
15.053333,3.290113
15.055,3.286638
15.056667,3.285942
15.058333,3.286425
15.06,3.290293
15.061667,3.294801
15.063333,3.299938
15.065,3.306188
15.066667,3.314361
15.068333,3.32759
15.07,3.343905
15.071667,3.36268
15.073333,3.385199
15.075,3.409505
15.076667,3.434472
15.078333,3.458029
15.08,3.480265
15.081667,3.500281
15.083333,3.516724
15.085,3.532448
15.086667,3.543222
15.088333,3.54741
15.09,3.545626
15.091667,3.535532
15.093333,3.51987
15.095,3.499528
15.096667,3.479454
15.098333,3.459017
15.1,3.437978
15.101667,3.420323
15.103333,3.403857
15.105,3.390588
15.106667,3.38232
15.108333,3.380991
15.11,3.390867
15.111667,3.412782
15.113333,3.446087
15.115,3.483752
15.116667,3.524194
15.118333,3.564541
15.12,3.599077
15.121667,3.625257
15.123333,3.641651
15.125,3.648695
15.126667,3.645369
15.128333,3.634157
15.13,3.612947
15.131667,3.582619
15.133333,3.548082
15.135,3.511
15.136667,3.475034
15.138333,3.442067
15.14,3.41543
15.141667,3.39499
15.143333,3.381951
15.145,3.379141
15.146667,3.382418
15.148333,3.392131
15.15,3.404736
15.151667,3.419103
15.153333,3.435537
15.155,3.454997
15.156667,3.478821
15.158333,3.506107
15.16,3.5396
15.161667,3.582163
15.163333,3.634696
15.165,3.697348
15.166667,3.76369
15.168333,3.829149
15.17,3.883482
15.171667,3.922619
15.173333,3.942453
15.175,3.939406
15.176667,3.917113
15.178333,3.880873
15.18,3.83778
15.181667,3.792802
15.183333,3.750333
15.185,3.709529
15.186667,3.668045
15.188333,3.629134
15.19,3.59442
15.191667,3.565138
15.193333,3.544991
15.195,3.535715
15.196667,3.542262
15.198333,3.566214
15.2,3.606004
15.201667,3.65719
15.203333,3.71731
15.205,3.777853
15.206667,3.827167
15.208333,3.858496
15.21,3.865933
15.211667,3.851163
15.213333,3.818242
15.215,3.77255
15.216667,3.720699
15.218333,3.668308
15.22,3.62218
15.221667,3.585553
15.223333,3.554354
15.225,3.531546
15.226667,3.516155
15.228333,3.507049
15.23,3.500833
15.231667,3.496896
15.233333,3.495563
15.235,3.49591
15.236667,3.498062
15.238333,3.505299
15.24,3.515727
15.241667,3.531538
15.243333,3.552021
15.245,3.574833
15.246667,3.596927
15.248333,3.616456
15.25,3.631704
15.251667,3.641804
15.253333,3.643129
15.255,3.63693
15.256667,3.622432
15.258333,3.5993
15.26,3.570174
15.261667,3.539103
15.263333,3.510198
15.265,3.48477
15.266667,3.463416
15.268333,3.449204
15.27,3.452953
15.271667,3.445341
15.273333,3.455493
15.275,3.469747
